trip_id,deviceid,date,start_terminal,end_terminal,direction,start_time,end_time,duration,duration_in_mins
1979,279,11-10-2021,BT01,BT02,1,17:01:04,17:55:35,00:54:31,54.52
1980,1377,11-10-2021,BT02,BT01,2,17:21:10,18:21:57,01:00:47,60.78
1981,1143,11-10-2021,BT01,BT02,1,17:21:47,18:10:53,00:49:06,49.1
1982,294,11-10-2021,BT02,BT01,2,17:30:43,18:28:39,00:57:56,57.93
1983,250,11-10-2021,BT02,BT01,2,17:45:22,18:42:45,00:57:23,57.38
1984,128,11-10-2021,BT02,BT01,2,18:09:14,19:07:26,00:58:12,58.2
1985,1408,11-10-2021,BT01,BT02,1,18:29:40,19:25:20,00:55:40,55.67
1986,505,11-10-2021,BT01,BT02,1,18:51:11,19:38:19,00:47:08,47.13
1987,274,11-10-2021,BT01,BT02,1,19:04:25,19:53:33,00:49:08,49.13
1988,123,11-10-2021,BT01,BT02,1,19:26:52,20:06:45,00:39:53,39.88
1989,1377,11-10-2021,BT01,BT02,1,20:19:41,20:56:30,00:36:49,36.82
1990,128,11-10-2021,BT01,BT02,1,20:52:20,21:29:46,00:37:26,37.43
1991,1408,11-11-2021,BT02,BT01,2,05:19:48,05:53:25,00:33:37,33.62
1992,505,11-11-2021,BT02,BT01,2,05:35:39,06:10:23,00:34:44,34.73
1993,1377,11-11-2021,BT02,BT01,2,06:00:30,06:52:06,00:51:36,51.6
1994,294,11-11-2021,BT02,BT01,2,06:10:32,06:58:28,00:47:56,47.93
1995,250,11-11-2021,BT02,BT01,2,06:19:27,07:17:49,00:58:22,58.37
1996,117,11-11-2021,BT01,BT02,1,06:21:15,07:20:08,00:58:53,58.88
1997,264,11-11-2021,BT02,BT01,2,06:40:01,07:43:50,01:03:49,63.82
1998,1408,11-11-2021,BT01,BT02,1,06:41:00,07:43:42,01:02:42,62.7
1999,262,11-11-2021,BT01,BT02,1,06:50:50,07:56:58,01:06:08,66.13
2000,505,11-11-2021,BT01,BT02,1,07:01:13,08:08:21,01:07:08,67.13
2001,128,11-11-2021,BT02,BT01,2,07:06:32,08:06:41,01:00:09,60.15
2002,1377,11-11-2021,BT01,BT02,1,07:10:54,08:17:26,01:06:32,66.53
2003,116,11-11-2021,BT02,BT01,2,07:18:52,08:13:55,00:55:03,55.05
2004,294,11-11-2021,BT01,BT02,1,07:20:33,08:25:37,01:05:04,65.07
2005,250,11-11-2021,BT01,BT02,1,07:32:06,08:26:18,00:54:12,54.2
2006,1358,11-11-2021,BT02,BT01,2,07:40:06,08:34:35,00:54:29,54.48
2007,264,11-11-2021,BT01,BT02,1,07:59:38,08:55:14,00:55:36,55.6
2008,513,11-11-2021,BT02,BT01,2,08:10:19,09:06:43,00:56:24,56.4
2009,128,11-11-2021,BT01,BT02,1,08:30:12,09:16:06,00:45:54,45.9
2010,116,11-11-2021,BT01,BT02,1,08:42:08,09:37:38,00:55:30,55.5
2011,117,11-11-2021,BT02,BT01,2,08:50:38,09:46:29,00:55:51,55.85
2012,1358,11-11-2021,BT01,BT02,1,09:02:22,09:52:26,00:50:04,50.07
2013,1408,11-11-2021,BT02,BT01,2,09:11:05,10:05:30,00:54:25,54.42
2014,262,11-11-2021,BT02,BT01,2,09:20:40,10:11:24,00:50:44,50.73
2015,505,11-11-2021,BT02,BT01,2,09:29:23,10:17:50,00:48:27,48.45
2016,513,11-11-2021,BT01,BT02,1,09:31:02,10:19:21,00:48:19,48.32
2017,1377,11-11-2021,BT02,BT01,2,09:40:48,10:34:28,00:53:40,53.67
2018,294,11-11-2021,BT02,BT01,2,09:49:29,10:41:23,00:51:54,51.9
2019,250,11-11-2021,BT02,BT01,2,10:01:01,10:59:11,00:58:10,58.17
2020,264,11-11-2021,BT02,BT01,2,10:10:32,11:05:23,00:54:51,54.85
2021,117,11-11-2021,BT01,BT02,1,10:11:06,11:07:07,00:56:01,56.02
2022,1408,11-11-2021,BT01,BT02,1,10:30:56,11:25:43,00:54:47,54.78
2023,128,11-11-2021,BT02,BT01,2,10:40:14,11:37:06,00:56:52,56.87
2024,262,11-11-2021,BT01,BT02,1,10:41:36,11:35:29,00:53:53,53.88
2025,505,11-11-2021,BT01,BT02,1,10:50:51,11:44:15,00:53:24,53.4
2026,116,11-11-2021,BT02,BT01,2,10:50:52,11:47:08,00:56:16,56.27
2027,1377,11-11-2021,BT01,BT02,1,11:01:14,11:58:18,00:57:04,57.07
2028,294,11-11-2021,BT01,BT02,1,11:11:07,12:09:59,00:58:52,58.87
2029,1358,11-11-2021,BT02,BT01,2,11:11:19,12:09:45,00:58:26,58.43
2030,250,11-11-2021,BT01,BT02,1,11:20:58,12:23:26,01:02:28,62.47
2031,264,11-11-2021,BT01,BT02,1,11:30:47,12:31:40,01:00:53,60.88
2032,513,11-11-2021,BT02,BT01,2,11:40:41,12:40:45,01:00:04,60.07
2033,128,11-11-2021,BT01,BT02,1,12:12:12,13:15:43,01:03:31,63.52
2034,116,11-11-2021,BT01,BT02,1,12:20:37,13:22:12,01:01:35,61.58
2035,117,11-11-2021,BT02,BT01,2,12:20:59,13:21:33,01:00:34,60.57
2036,1408,11-11-2021,BT02,BT01,2,12:40:32,13:36:25,00:55:53,55.88
2037,1358,11-11-2021,BT01,BT02,1,12:41:46,13:48:16,01:06:30,66.5
2038,505,11-11-2021,BT02,BT01,2,12:50:49,13:53:28,01:02:39,62.65
2039,1377,11-11-2021,BT02,BT01,2,13:00:51,14:00:54,01:00:03,60.05
2040,294,11-11-2021,BT02,BT01,2,13:10:43,14:09:53,00:59:10,59.17
2041,513,11-11-2021,BT01,BT02,1,13:12:32,14:06:45,00:54:13,54.22
2042,250,11-11-2021,BT02,BT01,2,13:20:43,14:19:32,00:58:49,58.82
2043,264,11-11-2021,BT02,BT01,2,13:30:25,14:25:16,00:54:51,54.85
2044,117,11-11-2021,BT01,BT02,1,13:51:18,14:51:19,01:00:01,60.02
2045,128,11-11-2021,BT02,BT01,2,14:00:50,14:54:16,00:53:26,53.43
2046,116,11-11-2021,BT02,BT01,2,14:10:44,15:04:20,00:53:36,53.6
2047,1408,11-11-2021,BT01,BT02,1,14:11:54,15:06:13,00:54:19,54.32
2048,505,11-11-2021,BT01,BT02,1,14:21:10,15:11:03,00:49:53,49.88
2049,1358,11-11-2021,BT02,BT01,2,14:31:03,15:25:04,00:54:01,54.02
2050,1377,11-11-2021,BT01,BT02,1,14:31:41,15:26:10,00:54:29,54.48
2051,294,11-11-2021,BT01,BT02,1,14:41:18,15:27:27,00:46:09,46.15
2052,250,11-11-2021,BT01,BT02,1,14:51:28,15:43:50,00:52:22,52.37
2053,264,11-11-2021,BT01,BT02,1,15:00:59,15:54:01,00:53:02,53.03
2054,128,11-11-2021,BT01,BT02,1,15:31:16,16:25:52,00:54:36,54.6
2055,117,11-11-2021,BT02,BT01,2,15:39:32,16:39:19,00:59:47,59.78
2056,116,11-11-2021,BT01,BT02,1,15:41:49,16:36:32,00:54:43,54.72
2057,1408,11-11-2021,BT02,BT01,2,16:00:10,16:58:53,00:58:43,58.72
2058,1358,11-11-2021,BT01,BT02,1,16:00:45,17:00:39,00:59:54,59.9
2059,505,11-11-2021,BT02,BT01,2,16:10:11,17:05:25,00:55:14,55.23
2060,1377,11-11-2021,BT02,BT01,2,16:20:39,17:15:40,00:55:01,55.02
2061,294,11-11-2021,BT02,BT01,2,16:28:53,17:23:31,00:54:38,54.63
2062,264,11-11-2021,BT02,BT01,2,16:40:14,17:40:00,00:59:46,59.77
2063,250,11-11-2021,BT02,BT01,2,16:50:36,17:45:42,00:55:06,55.1
2064,128,11-11-2021,BT02,BT01,2,17:20:49,18:20:10,00:59:21,59.35
2065,116,11-11-2021,BT02,BT01,2,17:28:26,18:30:01,01:01:35,61.58
2066,1408,11-11-2021,BT01,BT02,1,17:31:40,18:25:43,00:54:03,54.05
2067,505,11-11-2021,BT01,BT02,1,17:46:03,18:36:29,00:50:26,50.43
2068,1377,11-11-2021,BT01,BT02,1,18:00:48,18:51:54,00:51:06,51.1
2069,294,11-11-2021,BT01,BT02,1,18:19:02,19:06:34,00:47:32,47.53
2070,264,11-11-2021,BT01,BT02,1,18:48:59,19:33:30,00:44:31,44.52
2071,123,11-11-2021,BT01,BT02,1,18:55:10,20:08:38,01:13:28,73.47
2072,250,11-11-2021,BT01,BT02,1,19:14:18,19:57:35,00:43:17,43.28
2073,128,11-11-2021,BT01,BT02,1,20:39:26,21:16:59,00:37:33,37.55
2074,116,11-11-2021,BT01,BT02,1,20:58:44,21:31:49,00:33:05,33.08
2075,1408,11-12-2021,BT02,BT01,2,05:15:28,05:53:40,00:38:12,38.2
2076,274,11-12-2021,BT02,BT01,2,05:30:01,06:09:46,00:39:45,39.75
2077,294,11-12-2021,BT02,BT01,2,05:58:58,06:45:32,00:46:34,46.57
2078,264,11-12-2021,BT02,BT01,2,06:11:58,07:02:46,00:50:48,50.8
2079,262,11-12-2021,BT01,BT02,1,06:21:16,07:17:38,00:56:22,56.37
2080,1408,11-12-2021,BT01,BT02,1,06:41:24,07:44:00,01:02:36,62.6
2081,1358,11-12-2021,BT02,BT01,2,06:59:29,07:55:18,00:55:49,55.82
2082,1143,11-12-2021,BT02,BT01,2,07:08:59,07:59:50,00:50:51,50.85
2083,274,11-12-2021,BT01,BT02,1,07:10:35,08:08:14,00:57:39,57.65
2084,294,11-12-2021,BT01,BT02,1,07:20:41,08:16:34,00:55:53,55.88
2085,123,11-12-2021,BT02,BT01,2,07:30:47,08:16:12,00:45:25,45.42
2086,264,11-12-2021,BT01,BT02,1,07:38:05,08:32:00,00:53:55,53.92
2087,279,11-12-2021,BT02,BT01,2,08:10:21,09:01:29,00:51:08,51.13
2088,116,11-12-2021,BT02,BT01,2,08:19:47,09:13:14,00:53:27,53.45
2089,1358,11-12-2021,BT01,BT02,1,08:20:54,09:15:05,00:54:11,54.18
2090,1143,11-12-2021,BT01,BT02,1,08:29:47,09:20:22,00:50:35,50.58
2091,1377,11-12-2021,BT02,BT01,2,08:51:09,09:43:26,00:52:17,52.28
2092,123,11-12-2021,BT01,BT02,1,08:51:19,09:44:58,00:53:39,53.65
2093,262,11-12-2021,BT02,BT01,2,09:11:12,10:04:29,00:53:17,53.28
2094,279,11-12-2021,BT01,BT02,1,09:29:56,10:24:13,00:54:17,54.28
2095,1408,11-12-2021,BT02,BT01,2,09:30:10,10:25:53,00:55:43,55.72
2096,116,11-12-2021,BT01,BT02,1,09:41:07,10:37:28,00:56:21,56.35
2097,274,11-12-2021,BT02,BT01,2,09:50:38,10:46:58,00:56:20,56.33
2098,294,11-12-2021,BT02,BT01,2,10:00:01,10:56:56,00:56:55,56.92
2099,264,11-12-2021,BT02,BT01,2,10:10:29,11:05:42,00:55:13,55.22
2100,1377,11-12-2021,BT01,BT02,1,10:11:31,11:11:12,00:59:41,59.68
2101,1358,11-12-2021,BT02,BT01,2,10:29:30,11:25:18,00:55:48,55.8
2102,262,11-12-2021,BT01,BT02,1,10:30:53,11:24:39,00:53:46,53.77
2103,1143,11-12-2021,BT02,BT01,2,10:40:56,11:38:54,00:57:58,57.97
2104,1408,11-12-2021,BT01,BT02,1,10:49:18,11:49:47,01:00:29,60.48
2105,123,11-12-2021,BT02,BT01,2,11:00:31,11:58:58,00:58:27,58.45
2106,274,11-12-2021,BT01,BT02,1,11:11:04,12:11:29,01:00:25,60.42
2107,294,11-12-2021,BT01,BT02,1,11:21:18,12:23:43,01:02:25,62.42
2108,264,11-12-2021,BT01,BT02,1,11:30:09,12:31:13,01:01:04,61.07
2109,279,11-12-2021,BT02,BT01,2,11:40:44,12:39:25,00:58:41,58.68
2110,116,11-12-2021,BT02,BT01,2,11:49:20,12:47:36,00:58:16,58.27
2111,1358,11-12-2021,BT01,BT02,1,11:51:52,12:53:36,01:01:44,61.73
2112,1143,11-12-2021,BT01,BT02,1,12:01:08,13:12:47,01:11:39,71.65
2113,123,11-12-2021,BT01,BT02,1,12:20:30,13:20:16,00:59:46,59.77
2114,1377,11-12-2021,BT02,BT01,2,12:20:33,13:19:22,00:58:49,58.82
2115,262,11-12-2021,BT02,BT01,2,12:40:46,13:37:19,00:56:33,56.55
2116,1408,11-12-2021,BT02,BT01,2,13:00:48,14:02:35,01:01:47,61.78
2117,279,11-12-2021,BT01,BT02,1,13:00:51,13:58:25,00:57:34,57.57
2118,274,11-12-2021,BT02,BT01,2,13:17:51,14:17:08,00:59:17,59.28
2119,116,11-12-2021,BT01,BT02,1,13:18:25,14:15:55,00:57:30,57.5
2120,294,11-12-2021,BT02,BT01,2,13:31:18,14:24:17,00:52:59,52.98
2121,264,11-12-2021,BT02,BT01,2,13:39:43,14:39:46,01:00:03,60.05
2122,1377,11-12-2021,BT01,BT02,1,13:51:26,14:54:00,01:02:34,62.57
2123,1358,11-12-2021,BT02,BT01,2,14:00:01,14:51:33,00:51:32,51.53
2124,1143,11-12-2021,BT02,BT01,2,14:10:45,15:04:19,00:53:34,53.57
2125,262,11-12-2021,BT01,BT02,1,14:11:03,15:08:58,00:57:55,57.92
2126,1408,11-12-2021,BT01,BT02,1,14:32:11,15:23:59,00:51:48,51.8
2127,274,11-12-2021,BT01,BT02,1,14:50:37,15:50:26,00:59:49,59.82
2128,294,11-12-2021,BT01,BT02,1,15:01:20,15:59:18,00:57:58,57.97
2129,279,11-12-2021,BT02,BT01,2,15:01:39,15:57:42,00:56:03,56.05
2130,264,11-12-2021,BT01,BT02,1,15:08:30,16:01:58,00:53:28,53.47
2131,123,11-12-2021,BT02,BT01,2,15:11:10,16:03:01,00:51:51,51.85
2132,116,11-12-2021,BT02,BT01,2,15:20:47,16:14:13,00:53:26,53.43
2133,1358,11-12-2021,BT01,BT02,1,15:31:17,16:27:56,00:56:39,56.65
2134,1377,11-12-2021,BT02,BT01,2,15:50:06,16:48:17,00:58:11,58.18
2135,1143,11-12-2021,BT01,BT02,1,15:51:05,16:49:25,00:58:20,58.33
2136,262,11-12-2021,BT02,BT01,2,16:10:39,17:00:49,00:50:10,50.17
2137,123,11-12-2021,BT01,BT02,1,16:10:51,17:03:14,00:52:23,52.38
2138,1408,11-12-2021,BT02,BT01,2,16:29:36,17:25:03,00:55:27,55.45
2139,116,11-12-2021,BT01,BT02,1,16:50:38,17:48:07,00:57:29,57.48
2140,274,11-12-2021,BT02,BT01,2,17:00:30,17:55:25,00:54:55,54.92
2141,264,11-12-2021,BT02,BT01,2,17:20:38,18:22:32,01:01:54,61.9
2142,1377,11-12-2021,BT01,BT02,1,17:30:39,18:19:55,00:49:16,49.27
2143,1358,11-12-2021,BT02,BT01,2,17:40:26,18:47:33,01:07:07,67.12
2144,262,11-12-2021,BT01,BT02,1,17:55:14,18:45:01,00:49:47,49.78
2145,1143,11-12-2021,BT02,BT01,2,18:01:40,18:52:04,00:50:24,50.4
2146,1408,11-12-2021,BT01,BT02,1,18:29:21,19:14:48,00:45:27,45.45
2147,274,11-12-2021,BT01,BT02,1,19:14:24,19:57:54,00:43:30,43.5
2148,294,11-12-2021,BT01,BT02,1,19:46:47,20:29:08,00:42:21,42.35
2149,123,11-12-2021,BT01,BT02,1,19:48:36,20:49:49,01:01:13,61.22
2150,264,11-12-2021,BT01,BT02,1,20:15:55,20:52:22,00:36:27,36.45
2151,1358,11-12-2021,BT01,BT02,1,21:13:26,21:45:00,00:31:34,31.57
2152,1408,11/13/2021,BT02,BT01,2,05:17:56,05:52:55,00:34:59,34.98
2153,505,11/13/2021,BT02,BT01,2,05:34:31,06:08:31,00:34:00,34
2154,274,11/13/2021,BT02,BT01,2,05:48:11,06:31:16,00:43:05,43.08
2155,262,11/13/2021,BT01,BT02,1,06:09:59,07:03:42,00:53:43,53.72
2156,1408,11/13/2021,BT01,BT02,1,06:31:39,07:21:42,00:50:03,50.05
2157,250,11/13/2021,BT02,BT01,2,06:38:30,07:19:25,00:40:55,40.92
2158,505,11/13/2021,BT01,BT02,1,06:41:06,07:27:59,00:46:53,46.88
2159,274,11/13/2021,BT01,BT02,1,06:59:30,07:48:29,00:48:59,48.98
2160,1358,11/13/2021,BT02,BT01,2,07:10:23,07:48:56,00:38:33,38.55
2161,250,11/13/2021,BT01,BT02,1,07:38:50,08:28:32,00:49:42,49.7
2162,279,11/13/2021,BT02,BT01,2,07:58:04,08:50:12,00:52:08,52.13
2163,116,11/13/2021,BT02,BT01,2,08:10:27,09:00:21,00:49:54,49.9
2164,1358,11/13/2021,BT01,BT02,1,08:21:37,09:13:22,00:51:45,51.75
2165,294,11/13/2021,BT02,BT01,2,08:29:11,09:27:33,00:58:22,58.37
2166,123,11/13/2021,BT02,BT01,2,08:41:06,09:29:45,00:48:39,48.65
2167,1143,11/13/2021,BT02,BT01,2,08:50:42,09:43:35,00:52:53,52.88
2168,279,11/13/2021,BT01,BT02,1,09:02:30,09:50:47,00:48:17,48.28
2169,262,11/13/2021,BT02,BT01,2,09:10:29,10:00:28,00:49:59,49.98
2170,116,11/13/2021,BT01,BT02,1,09:12:02,10:04:29,00:52:27,52.45
2171,294,11/13/2021,BT01,BT02,1,09:40:27,10:33:52,00:53:25,53.42
2172,505,11/13/2021,BT02,BT01,2,09:40:52,10:31:11,00:50:19,50.32
2173,123,11/13/2021,BT01,BT02,1,09:50:48,10:47:56,00:57:08,57.13
2174,274,11/13/2021,BT02,BT01,2,09:51:03,10:38:43,00:47:40,47.67
2175,1143,11/13/2021,BT01,BT02,1,10:01:52,11:00:26,00:58:34,58.57
2176,250,11/13/2021,BT02,BT01,2,10:30:07,11:19:35,00:49:28,49.47
2177,262,11/13/2021,BT01,BT02,1,10:31:08,11:25:25,00:54:17,54.28
2178,505,11/13/2021,BT01,BT02,1,11:01:23,11:51:38,00:50:15,50.25
2179,1358,11/13/2021,BT02,BT01,2,11:09:57,12:04:43,00:54:46,54.77
2180,274,11/13/2021,BT01,BT02,1,11:10:01,12:07:32,00:57:31,57.52
2181,123,11/13/2021,BT02,BT01,2,11:21:25,12:17:34,00:56:09,56.15
2182,279,11/13/2021,BT02,BT01,2,11:40:56,12:38:09,00:57:13,57.22
2183,116,11/13/2021,BT02,BT01,2,11:51:00,12:47:49,00:56:49,56.82
2184,250,11/13/2021,BT01,BT02,1,11:51:43,12:47:38,00:55:55,55.92
2185,294,11/13/2021,BT02,BT01,2,12:09:56,13:08:13,00:58:17,58.28
2186,1143,11/13/2021,BT02,BT01,2,12:20:46,13:18:53,00:58:07,58.12
2187,1358,11/13/2021,BT01,BT02,1,12:31:08,13:28:52,00:57:44,57.73
2188,262,11/13/2021,BT02,BT01,2,12:40:22,13:42:43,01:02:21,62.35
2189,123,11/13/2021,BT01,BT02,1,12:41:53,13:33:18,00:51:25,51.42
2190,279,11/13/2021,BT01,BT02,1,13:01:57,13:59:11,00:57:14,57.23
2191,116,11/13/2021,BT01,BT02,1,13:12:25,14:14:04,01:01:39,61.65
2192,505,11/13/2021,BT02,BT01,2,13:20:52,14:15:32,00:54:40,54.67
2193,274,11/13/2021,BT02,BT01,2,13:29:40,14:25:46,00:56:06,56.1
2194,294,11/13/2021,BT01,BT02,1,13:31:03,14:28:04,00:57:01,57.02
2195,1143,11/13/2021,BT01,BT02,1,13:50:36,14:43:24,00:52:48,52.8
2196,250,11/13/2021,BT02,BT01,2,14:09:00,15:07:41,00:58:41,58.68
2197,262,11/13/2021,BT01,BT02,1,14:10:56,15:04:48,00:53:52,53.87
2198,505,11/13/2021,BT01,BT02,1,14:49:53,15:38:32,00:48:39,48.65
2199,1358,11/13/2021,BT02,BT01,2,14:50:15,15:44:12,00:53:57,53.95
2200,274,11/13/2021,BT01,BT02,1,15:00:26,15:54:55,00:54:29,54.48
2201,279,11/13/2021,BT02,BT01,2,15:01:04,15:56:32,00:55:28,55.47
2202,123,11/13/2021,BT02,BT01,2,15:09:58,16:10:11,01:00:13,60.22
2203,116,11/13/2021,BT02,BT01,2,15:20:38,16:15:31,00:54:53,54.88
2204,250,11/13/2021,BT01,BT02,1,15:42:03,16:41:55,00:59:52,59.87
2205,294,11/13/2021,BT02,BT01,2,15:42:28,16:34:04,00:51:36,51.6
2206,1143,11/13/2021,BT02,BT01,2,15:51:04,16:47:23,00:56:19,56.32
2207,262,11/13/2021,BT02,BT01,2,16:09:26,17:01:27,00:52:01,52.02
2208,1358,11/13/2021,BT01,BT02,1,16:31:19,17:25:51,00:54:32,54.53
2209,279,11/13/2021,BT01,BT02,1,16:39:45,17:34:40,00:54:55,54.92
2210,274,11/13/2021,BT02,BT01,2,17:00:27,17:54:35,00:54:08,54.13
2211,116,11/13/2021,BT01,BT02,1,17:03:38,17:55:23,00:51:45,51.75
2212,1143,11/13/2021,BT01,BT02,1,17:32:10,18:19:02,00:46:52,46.87
2213,250,11/13/2021,BT02,BT01,2,17:36:03,18:31:51,00:55:48,55.8
2214,279,11/13/2021,BT02,BT01,2,18:00:34,18:58:32,00:57:58,57.97
2215,262,11/13/2021,BT01,BT02,1,18:20:11,18:59:14,00:39:03,39.05
2216,274,11/13/2021,BT01,BT02,1,18:58:05,19:40:04,00:41:59,41.98
2217,262,11/13/2021,BT02,BT01,2,19:16:29,19:53:33,00:37:04,37.07
2218,250,11/13/2021,BT01,BT02,1,20:03:28,20:38:20,00:34:52,34.87
2219,279,11/13/2021,BT01,BT02,1,20:28:22,21:06:01,00:37:39,37.65
2220,123,11/13/2021,BT01,BT02,1,20:58:40,21:31:47,00:33:07,33.12
2221,505,11/14/2021,BT02,BT01,2,05:36:48,06:11:37,00:34:49,34.82
2222,274,11/14/2021,BT02,BT01,2,05:50:55,06:27:14,00:36:19,36.32
2223,264,11/14/2021,BT02,BT01,2,06:00:13,06:40:17,00:40:04,40.07
2224,128,11/14/2021,BT02,BT01,2,06:21:09,07:01:44,00:40:35,40.58
2225,117,11/14/2021,BT01,BT02,1,06:30:51,07:25:28,00:54:37,54.62
2226,1358,11/14/2021,BT02,BT01,2,06:40:40,07:32:59,00:52:19,52.32
2227,505,11/14/2021,BT01,BT02,1,06:59:55,07:49:50,00:49:55,49.92
2228,1143,11/14/2021,BT02,BT01,2,07:00:29,07:49:00,00:48:31,48.52
2229,274,11/14/2021,BT01,BT02,1,07:09:33,07:58:17,00:48:44,48.73
2230,264,11/14/2021,BT01,BT02,1,07:20:13,08:11:38,00:51:25,51.42
2231,279,11/14/2021,BT02,BT01,2,07:30:41,08:18:16,00:47:35,47.58
2232,128,11/14/2021,BT01,BT02,1,07:39:48,08:20:56,00:41:08,41.13
2233,116,11/14/2021,BT02,BT01,2,07:57:51,08:50:33,00:52:42,52.7
2234,1358,11/14/2021,BT01,BT02,1,08:01:43,08:57:58,00:56:15,56.25
2235,1143,11/14/2021,BT01,BT02,1,08:21:00,09:08:20,00:47:20,47.33
2236,1377,11/14/2021,BT02,BT01,2,08:21:20,09:19:33,00:58:13,58.22
2237,279,11/14/2021,BT01,BT02,1,08:40:25,09:35:23,00:54:58,54.97
2238,250,11/14/2021,BT02,BT01,2,08:40:51,09:37:23,00:56:32,56.53
2239,116,11/14/2021,BT01,BT02,1,09:10:10,10:00:55,00:50:45,50.75
2240,123,11/14/2021,BT02,BT01,2,09:10:44,10:01:14,00:50:30,50.5
2241,1377,11/14/2021,BT01,BT02,1,09:31:03,10:26:39,00:55:36,55.6
2242,117,11/14/2021,BT02,BT01,2,09:40:14,10:38:21,00:58:07,58.12
2243,250,11/14/2021,BT01,BT02,1,09:52:35,10:47:01,00:54:26,54.43
2244,505,11/14/2021,BT02,BT01,2,10:10:47,11:02:30,00:51:43,51.72
2245,274,11/14/2021,BT02,BT01,2,10:18:43,11:12:13,00:53:30,53.5
2246,123,11/14/2021,BT01,BT02,1,10:29:07,11:30:27,01:01:20,61.33
2247,264,11/14/2021,BT02,BT01,2,10:30:32,11:20:28,00:49:56,49.93
2248,128,11/14/2021,BT02,BT01,2,10:38:13,11:36:17,00:58:04,58.07
2249,117,11/14/2021,BT01,BT02,1,11:00:58,11:57:13,00:56:15,56.25
2250,1358,11/14/2021,BT02,BT01,2,11:09:45,12:08:22,00:58:37,58.62
2251,1143,11/14/2021,BT02,BT01,2,11:31:22,12:24:28,00:53:06,53.1
2252,505,11/14/2021,BT01,BT02,1,11:31:55,12:24:05,00:52:10,52.17
2253,274,11/14/2021,BT01,BT02,1,11:39:34,12:33:47,00:54:13,54.22
2254,279,11/14/2021,BT02,BT01,2,11:49:13,12:48:13,00:59:00,59
2255,264,11/14/2021,BT01,BT02,1,11:50:25,12:40:52,00:50:27,50.45
2256,128,11/14/2021,BT01,BT02,1,12:09:58,13:06:00,00:56:02,56.03
2257,1377,11/14/2021,BT02,BT01,2,12:21:43,13:17:34,00:55:51,55.85
2258,250,11/14/2021,BT02,BT01,2,12:40:46,13:37:36,00:56:50,56.83
2259,1358,11/14/2021,BT01,BT02,1,12:41:51,13:42:40,01:00:49,60.82
2260,1143,11/14/2021,BT01,BT02,1,13:01:32,13:45:57,00:44:25,44.42
2261,123,11/14/2021,BT02,BT01,2,13:11:10,14:08:30,00:57:20,57.33
2262,279,11/14/2021,BT01,BT02,1,13:21:38,14:15:49,00:54:11,54.18
2263,117,11/14/2021,BT02,BT01,2,13:40:51,14:41:26,01:00:35,60.58
2264,250,11/14/2021,BT01,BT02,1,14:00:55,14:56:00,00:55:05,55.08
2265,505,11/14/2021,BT02,BT01,2,14:09:33,15:06:00,00:56:27,56.45
2266,274,11/14/2021,BT02,BT01,2,14:16:42,15:16:33,00:59:51,59.85
2267,264,11/14/2021,BT02,BT01,2,14:29:55,15:26:07,00:56:12,56.2
2268,123,11/14/2021,BT01,BT02,1,14:32:03,15:19:00,00:46:57,46.95
2269,128,11/14/2021,BT02,BT01,2,14:40:31,15:31:57,00:51:26,51.43
2270,1358,11/14/2021,BT02,BT01,2,15:10:30,16:10:40,01:00:10,60.17
2271,1143,11/14/2021,BT02,BT01,2,15:30:54,16:19:40,00:48:46,48.77
2272,505,11/14/2021,BT01,BT02,1,15:31:54,16:20:05,00:48:11,48.18
2273,274,11/14/2021,BT01,BT02,1,15:40:25,16:34:49,00:54:24,54.4
2274,279,11/14/2021,BT02,BT01,2,15:50:43,16:39:35,00:48:52,48.87
2275,264,11/14/2021,BT01,BT02,1,15:51:29,16:42:28,00:50:59,50.98
2276,128,11/14/2021,BT01,BT02,1,15:58:53,16:50:22,00:51:29,51.48
2277,250,11/14/2021,BT02,BT01,2,16:29:23,17:22:23,00:53:00,53
2278,1358,11/14/2021,BT01,BT02,1,16:30:25,17:19:39,00:49:14,49.23
2279,1143,11/14/2021,BT01,BT02,1,16:51:58,17:43:01,00:51:03,51.05
2280,279,11/14/2021,BT01,BT02,1,17:11:44,18:04:12,00:52:28,52.47
2281,250,11/14/2021,BT01,BT02,1,18:40:15,19:22:26,00:42:11,42.18
2282,123,11/14/2021,BT01,BT02,1,19:36:01,20:11:26,00:35:25,35.42
2283,505,11/15/2021,BT02,BT01,2,05:33:52,06:09:59,00:36:07,36.12
2284,274,11/15/2021,BT02,BT01,2,05:50:37,06:30:41,00:40:04,40.07
2285,1143,11/15/2021,BT02,BT01,2,06:21:13,07:28:01,01:06:48,66.8
2286,505,11/15/2021,BT01,BT02,1,06:51:41,07:54:34,01:02:53,62.88
2287,274,11/15/2021,BT01,BT02,1,07:00:49,08:03:07,01:02:18,62.3
2288,279,11/15/2021,BT02,BT01,2,07:12:47,08:06:36,00:53:49,53.82
2289,1143,11/15/2021,BT01,BT02,1,07:38:22,08:32:55,00:54:33,54.55
2290,294,11/15/2021,BT02,BT01,2,07:58:05,08:51:48,00:53:43,53.72
2291,264,11/15/2021,BT02,BT01,2,08:10:09,09:00:34,00:50:25,50.42
2292,123,11/15/2021,BT02,BT01,2,08:16:09,09:10:19,00:54:10,54.17
2293,279,11/15/2021,BT01,BT02,1,08:40:08,09:37:21,00:57:13,57.22
